livefans_artist_id,eplus_artist_id
69929,81983
63386,71062
10578,51145
4880,41733
,86108
6179,47237
59310,70921
2030,67820
7512,1527
54134,72374
1229,5577
485,58136
,45400
11000,65683
23257,67290
1922,1323
4765,524
50420,38904
52,21414
141,25763
39788,62373
2078,5273
46416,66274
4410,4517
41583,916
4556,2255
,74851
19435,57844
11884,62828
19436,64835
8548,57500
4564,5304
1344,527
7425,2030
175,534
59332,3484
12539,56737
18868,55735
63459,68736
2152,23097
6675,41810
17930,1531
1933,905
1961,2072
10293,23883
4502,1904
15881,64827
11544,11306
,72451
46010,67837
607,509
4700,3798
2024,2765
1109,508
37378,1533
4060,1351
,70301
22031,57513
56493,69575
11370,890
,68641
4527,3877
80081,49976
1974,2205
37337,94574
4590,510
9743,3258
,39812
5635,14468
4503,518
6596,46328
94,4106
2697,33480
7881,5495
1664,517
34283,19462
5211,47768
7466,15199
1717,525
240,2047
1276,14430
,61818
4660,4015
6075,5372
2921,3307
,19465
299,26772
17226,55860
48159,66141
3116,5066
4335,21946
912,530
8113,4519
2809,79722
259,513
4702,2173
13299,61578
19894,45356
1908,520
1371,2143
138,521
4568,522
5416,19453
9421,68258
38515,94178
78144,72669
276,3017
12051,3309
7798,3311
2013,561
13622,80584
,36637
2075,12984
1851,567
17999,61100
11133,69522
12757,53056
65076,75349
36952,64419
4570,2331
7254,7022
4457,2472
85285,96180
25586,64420
50421,74071
537,50596
1864,1326
158,1905
4377,32001
3427,33823
139,6495
288,1216
4531,2006
,78164
1292,31640
4507,1907
,3559
7494,3310
33063,52932
904,568
4659,577
,43987
11344,30764
4722,3203
149,4171
,81824
443,21231
47169,68093
1659,933
18926,67631
12030,4113
499,19101
1166,569
20094,602
145,21346
1042,41144
17207,499
5927,1305
147,37113
8529,54408
250,4019
10034,52912
678,40949
37766,74371
1326,34236
1735,3174
,3428
18573,35462
36073,66040
2488,3723
4739,1220
4923,59475
18484,58700
34518,80983
,62834
7426,551
9412,2878
14306,1318
32601,94930
3138,40044
7474,1257
6977,573
8133,5379
17322,53114
63730,77997
43349,64937
1883,570
7884,53379
38117,65572
1919,634
1336,636
45404,59562
4757,2494
24162,69187
14298,69577
55824,44066
248,28406
1010,32056
8738,606
23587,33956
9857,83151
1905,630
,87785
4464,5947
14837,55498
5954,4119
,1406
7471,38850
79217,50864
885,1166
,63990
2927,25288
,66850
1132,28224
780,629
12800,6959
10871,56085
2041,637
26052,36919
1901,1438
,65154
63624,73194
5649,52250
27644,1978
,74891
2199,2322
32510,35129
18322,50696
,6247
574,28203
,589
,62573
33635,62436
8204,39423
63622,70376
6,4718
1624,1346
33573,30938
269,31649
14247,57924
,42101
,67750
4631,53432
14661,43915
,2606
,68619
,60920
7502,3724
39787,73928
11006,57117
174,626
5000,70246
4428,3725
5657,14432
12820,1347
4088,2407
4474,2444
3390,5987
927,20123
5924,6285
4429,653
4694,4184
32031,64977
,83659
2412,19088
7448,3275
910,642
4475,6007
18859,69757
,7036
9422,55176
16690,60714
7374,43914
,31651
4479,3276
53826,4813
4764,15971
,82426
,92471
4510,2496
1935,648
7412,2683
37565,58281
8531,64828
19675,35183
4071,5980
5223,2555
314,6895
4480,705
13621,62649
124,690
26837,688
972,2452
5250,40764
36721,687
1207,32057
5922,685
25774,70387
8372,41608
70387,84205
60791,97493
4688,18706
1094,704
5745,1036
5769,36654
15634,47592
22680,55347
1757,492
21696,57497
,39958
9671,58126
1006,21466
26692,64314
13276,31187
1942,696
699,710
4172,670
7522,53346
39089,52296
7697,3179
8630,41799
,1339
4714,6693
11019,55124
2048,25647
2070,667
67738,70334
9896,30323
4614,695
23386,4526
7611,50054
968,26350
5009,45974
127,675
6787,35956
1462,917
14,34357
62942,72397
62682,54685
3469,65969
,73953
2459,19489
64825,53945
7710,1343
39432,62022
1393,711
2661,14208
12010,40102
84671,94197
4576,1920
,25275
3999,677
2424,2165
9170,59160
17714,67003
3899,58430
3300,2319
538,50597
,60685
3494,10889
74747,82526
,733
1692,29306
9461,1924
1590,1330
20870,23075
17046,10847
59375,74026
5324,48575
4577,723
2975,724
22460,67844
10295,23315
6293,23307
1940,1923
,19452
61741,72076
7523,3808
1030,6403
1366,731
26262,59852
2644,3902
5062,4324
4153,31685
17897,715
39848,31887
,55131
4756,29770
8546,90249
1986,2160
4966,6005
23641,34760
1866,1230
7475,2713
8817,1928
5342,46051
4109,5957
178,14366
13634,55456
1836,2645
5802,942
2044,779
37161,54928
36482,55057
9168,3315
71602,81318
11064,4232
42234,10087
7816,1238
4717,31206
1333,3126
14268,69040
6017,1426
15125,3603
9599,44047
13761,72090
8230,70756
3937,764
28960,69268
10903,2487
1394,778
188,1214
4810,48953
4400,784
48540,83291
25050,40081
,37222
7821,35740
4395,2139
23234,3184
12719,54483
5744,40090
31527,65236
18390,58324
58171,14226
948,782
278,4129
1383,775
1335,774
11046,2838
4391,1354
4392,31635
,78193
,35962
1349,3516
3394,53843
16483,2426
1399,1170
4581,1933
3988,25747
32103,43924
17242,40036
29635,57856
7777,736
8155,50057
7525,34763
62930,62284
5255,41607
13868,5291
2967,9549
4492,1932
1967,795
1988,42360
168,781
1889,21467
,38118
10208,3316
4121,59903
73699,73044
8231,38770
9177,4532
5399,36164
1002,834
4658,823
783,48632
31683,18676
4537,5961
,37598
1243,31999
9185,4853
266,828
1909,838
7149,4816
82987,71138
18858,64829
,68076
18404,37099
,35717
533,3147
17099,55737
7458,45544
4493,1971
17452,70332
9566,48232
640,3388
31034,6137
83005,72282
1784,3818
,57343
1959,833
2769,3523
9482,7052
7213,3524
70061,59987
2799,21247
5328,38305
9885,35458
8725,58465
952,3229
4538,1056
,33707
5345,2660
717,4483
,64538
4599,2741
55389,62759
66807,68588
14096,81865
5818,830
4517,3288
28236,5986
10621,35621
20839,69752
4762,39436
3478,2833
12323,15977
1015,2399
82024,82915
6924,52089
180,850
12804,54243
,72276
17754,61657
902,5287
7435,66886
15935,1943
1023,849
933,848
11021,40916
1067,3019
7769,32015
20444,1942
4496,5982
21931,61781
5738,26330
,74530
56284,42803
711,2821
4498,5132
295,859
4518,5766
1808,846
57405,30604
14146,35001
4583,857
13922,64750
39026,69169
,44089
15884,73514
1800,42500
5239,46637
5050,43777
,68351
,27666
,82429
4849,45897
14315,69650
625,3237
30793,5996
17453,69326
56714,69843
31344,59396
,3293
5227,47553
,1937
,14258
5208,40947
4606,876
,61449
38702,66752
54,2836
2036,537
72,1215
39315,69557
11978,54122
1331,22957
22094,3900
7468,24063
4595,10846
1934,2572
30288,61902
4523,996
,65200
18576,49420
16716,14727
,4686
4323,2817
1655,32212
37855,58385
32074,2098
,1390
392,505
165,4782
,75548
,23996
48913,72253
20779,23469
781,3263
17169,23815
74,4402
62286,70326
1994,2625
931,4669
305,3044
,506
9183,43178
800,5305
6420,53058
1237,5306
77492,41795
4593,1903
5608,21573
,93281
,20857
970,4102
11063,4159
13908,1004
4102,2658
4736,6387
39786,67963
4526,3903
4552,507
26350,46354
23932,1417
146,519
4452,2406
,6875
1878,2879
65278,65939
8889,40181
54292,69841
8975,47772
15855,1776
1244,5060
,69123
1110,881
11463,54399
2841,2703
5759,511
39846,44993
75217,87976
1798,495
1715,487
7138,35475
27992,65361
,68407
1637,35178
6966,72085
1938,526
11848,57420
22671,64897
85210,34648
4600,1007
2037,3507
159,3015
4601,1902
4668,548
2040,538
4567,3266
43823,66287
9025,59792
40132,89497
1858,514
1859,515
51019,67798
1860,59023
281,2620
1856,4871
1966,2206
11090,53997
2911,2264
151,1233
30323,91428
2352,535
13555,6493
10931,32348
11208,80881
988,15530
10905,58027
4338,565
1872,2155
365,3069
53857,66453
4663,3721
53886,74131
20716,566
1658,5985
45473,6189
608,575
2772,21258
1068,2671
,14886
935,4843
4506,1908
23118,23115
,51312
15889,1911
4379,576
6520,5927
29195,51415
36233,64497
18048,512
4761,33977
23868,39456
898,3120
6091,48398
8600,63851
32719,63295
1898,572
1886,5974
10552,3209
1071,1217
316,927
36895,81916
30606,62368
5004,40367
26263,59423
4459,1972
2639,580
7953,1914
179,1963
63839,73344
4243,2571
307,574
4673,21488
300,553
490,3202
2653,25689
4591,1913
4461,5983
12938,54098
5512,50476
1234,1218
30509,55301
61721,49974
5989,24781
4550,5079
7122,38978
9145,54525
20661,1604
10120,40432
45952,70659
57157,70045
1907,645
4463,3270
239,3380
5808,5082
28273,64330
5005,44459
6072,4120
56360,66924
136,3511
4469,638
19396,64187
109,884
18050,69227
9956,54738
1347,1322
903,3273
1657,2696
356,1970
4509,1607
1376,3560
4980,1416
5785,6195
,35695
985,15529
27093,66085
10890,650
36542,11226
714,2826
4545,4179
79227,87230
80275,72321
654,38078
177,20067
,57704
4309,31342
15245,1032
354,652
48384,43011
6133,53823
,54049
604,15791
92,43973
9944,20255
4477,10627
23402,37172
32465,69165
25767,23995
,80570
60049,41547
6011,6690
49941,4142
6071,44109
1203,706
62321,16506
60198,70885
1219,694
75156,54056
6524,88270
4483,693
1939,692
27371,57296
1665,2497
2015,21418
27904,74025
56670,69506
6697,63123
17906,2509
390,666
12777,54516
31,2291
2643,4442
4617,707
52775,4002
19709,68618
1228,6695
13616,2551
15261,4854
4704,1919
55427,75344
21312,81078
1332,1425
26732,1951
4808,1631
271,21710
19107,2124
591,41124
28652,63121
36850,64627
1346,6697
1334,1966
1663,732
19340,58619
1579,37921
156,10711
610,5952
22460,67844
36579,67123
4578,1922
1365,722
4435,727
14532,6516
61407,72183
4608,1921
1861,2046
7384,2345
5330,36976
10268,3454
25548,63465
14836,4018
5246,47033
51056,68194
66563,74099
17409,51522
1328,24494
15730,94492
8797,45480
,6210
61743,5956
408,2100
,84557
24946,31416
1172,28547
1026,1954
55887,72507
17072,33560
54577,1934
,6229
4334,25947
19424,62448
24040,20256
360,898
1978,780
1896,772
61486,95385
11087,53998
21316,32082
5310,34871
12006,4444
5544,67968
34595,68469
2972,940
68321,71820
4611,6904
137,2156
,80905
12208,44492
163,2668
1869,783
157,788
1125,40333
,82325
34654,82806
169,24511
4592,1931
1955,22107
34306,65410
15614,56950
665,794
62,2221
,3797
4032,36357
4322,41110
26805,3116
4607,4172
19778,66403
62959,71781
144,750
,46224
3496,29592
38346,65564
23226,70335
30867,63778
,73972
6005,83767
4760,12251
1049,826
1373,827
16808,32038
,65941
,70359
18309,62200
1174,16866
5384,52152
23441,21707
9242,3319
2080,27137
5329,44333
52274,69325
,67056
78046,21854
4446,5308
4447,1935
68403,94765
61115,81600
966,42442
691,2071
487,817
9617,23818
677,33385
502,7053
1914,831
1206,4173
34561,94858
2033,829
7482,5966
7438,38656
1913,2217
1668,1237
1965,918
4706,25145
4695,1944
29695,67494
11977,51016
1987,851
14055,59909
1906,4465
329,847
61469,70244
56387,96416
901,3321
,51150
6003,4767
1389,37379
36754,84888
850,43972
2339,3819
915,609
57900,87901
7499,860
1993,852
80257,71719
19239,64939
1165,41496
15598,59402
2829,2681
979,2631
9867,2161
2562,23376
36882,72780
6209,43843
5984,46347
12939,54560
,70985
3711,18674
65339,85618
256,19191
940,67238
80216,1314
66701,70331
38631,53433
1400,35860
1951,2701
1952,878
16283,54258
2045,1945
,81948
,4458
,3704
,19089
,47552
,97504
,4814
,88777
,20981
,1183
,2867
,1980
,81433
,53526
,472
,82108
,990
,45638
,1783
,5605
,1196
,4007
,64753
,2356
,471
,1788
,62372
,475
,4389
,2563
,1375
,3657
,46581
,1798
,3529
,27863
,19133
,1377
,1476
,20971
,11309
,2484
,5264
,2349
,3703
,6254
,2354
,22636
,15092
,1799
,3608
,3611
,3785
,35171
,1381
,22640
,21016
,32787
,539
,38363
,541
,1260
,5081
,6464
,1379
,3392
,25650
,69216
,1809
,48236
,1264
,63282
,992
,35124
,16510
,2979
,39715
,3393
,3382
,2527
,31172
,69795
,62522
,588
,64500
,58246
,32570
,21969
,2719
,595
,11206
,15867
,75223
,1825
,1482
,1826
,88254
,50320
,3794
,67231
,26569
,5252
,1462
,1266
,80355
,1837
,20558
,1838
,52058
,1839
,19117
,1840
,6259
,46221
,13160
,17712
,3567
,23270
,718
,717
,70771
,68170
,720
,2723
,2567
,14729
,90091
,18279
,86459
,46313
,19806
,68807
,82089
,19992
,32720
,2154
,6459
,65083
,44014
,56921
,17726
,6473
,16508
,37198
,37868
,51172
,75691
,2553
,46965
,4165
,802
,68471
,13360
,6233
,41491
,38982
,800
,66024
,39736
,16652
,3883
,36780
,6460
,20757
,86537
,801
,2203
,14195
,6640
,73486
,2822
,34396
,70072
,43481
,1265
,43537
,6242
,41812
,3399
,3609
,54278
,46372
,21157
,1195
,86784
,39201
,5914
,30865
,38817
,486
4746,1173
8870,33143
1088,2762
,45899
,65088
26174,482
72546,21298
4460,1974
