livefans_artist_id,eplus_artist_id
9866,18353
44977,55256
732,3122
29422,45876
,29113
78609,2511
2241,875
4521,989
39483,46633
24560,63048
925,23490
5858,52090
41779,69366
23738,58122
33061,69828
25970,66192
5644,50224
27450,36514
,53924
5434,36502
54330,40168
73225,72819
5085,49995
62983,73631
36543,44495
34345,69659
6118,54564
1677,35684
12328,56946
27663,66556
5052,46892
68571,75323
24656,59173
5393,45802
79645,87689
,72332
25561,57010
1669,5369
54305,66564
30878,64933
25226,70950
25963,62626
58465,69003
5772,62780
80512,85401
20208,65886
55783,69830
43768,67436
33465,74094
54982,73839
43225,75495
40641,71017
4063,5134
5740,55877
81494,87347
207,6662
57162,70721
70319,78088
7986,36505
57783,74016
46456,72320
64566,74033
5862,45151
61242,82439
20147,91621
6632,81375
51894,74485
35613,67464
24187,55976
46711,69487
5885,45549
21444,61486
60010,70812
82718,89636
,69549
23890,58778
16402,54559
12342,34819
65039,73574
18577,70846
27655,59860
6104,43350
24884,58323
39547,68045
68504,74690
5433,83586
6458,86946
17606,62569
5431,91620
24190,62554
7214,53410
62766,14479
23776,59390
13726,56856
51135,80887
60527,81781
,73847
27654,67124
30067,61704
38277,64118
74090,80785
,86876
55692,69834
5869,51416
5054,40250
4486,59595
64588,73824
5852,47252
5829,51449
12271,53378
5736,31797
82236,56683
61956,74308
6509,53808
46031,70096
8175,46158
6567,53124
19398,56932
35955,63466
37,42441
20222,63825
64589,74047
5872,41341
10586,57287
39495,66651
21460,42443
11764,56796
12531,59545
5548,53026
10024,49938
60364,71206
71667,72520
54326,69226
44491,67744
69084,74467
34740,64507
34355,72492
5816,27865
,69100
66320,77978
29229,61521
15075,47493
54367,57341
7215,58131
35,2819
12269,60388
24189,56169
12275,65251
217,33277
5723,54762
80286,89842
11757,43767
69444,73447
,73721
2077,34759
,72223
16269,55583
49064,69167
28413,58814
,65483
53206,69550
30077,61422
39482,72491
5079,43590
5430,91618
70059,840
71603,81522
,81780
39481,68948
24655,65002
26227,58243
65251,46634
42056,69036
12532,69612
15069,50032
6353,51492
74878,83051
34773,68154
20090,65565
72288,75071
60474,74063
55700,74378
67534,12946
14750,54293
7361,53255
21543,60669
29959,61625
,82281
1249,33509
6848,38632
5793,40655
30903,60957
58837,82453
27448,58783
12363,2377
36283,58070
13288,44200
1323,44204
44064,58009
44062,31093
26941,4101
35360,44521
,40476
,66806
13289,44198
21317,31034
30902,60956
,3884
13287,22964
1182,21571
67533,73505
5813,36063
5812,4105
20434,30828
24371,54097
21073,57914
25465,54561
59234,72238
18665,53958
52776,69233
29827,62786
36238,67366
13791,57898
7542,51349
26763,52573
30863,58996
817,42203
6988,44223
1308,3717
,28546
14031,36499
38389,47404
34490,4108
69417,71717
102,30644
48505,58006
,93313
6987,31032
14032,37828
1137,20072
19261,56803
789,45712
13294,47889
5815,37007
14033,54266
,71605
15184,30646
10313,41470
277,4111
27026,56157
79006,62767
16645,38892
,69026
1267,35637
10227,35831
26425,58782
26422,58781
20970,63283
974,3557
,62450
68832,4114
,23787
8632,51911
592,35737
78344,30684
14664,20126
1278,22965
77681,63554
,4116
55121,40252
65776,36253
34486,54966
50580,67847
36212,5646
1218,13587
59436,36996
38384,35636
27029,56156
26426,35738
,60025
515,5649
797,22966
1941,635
50632,54697
1126,21572
14899,44217
,65339
1148,45607
4217,15424
785,3155
79,3381
29525,30648
59418,28542
24714,58284
16401,55348
977,7048
41596,42440
103,4123
37770,65141
589,35072
43455,61490
14898,6191
,6158
593,37008
20662,36066
23307,45633
71403,54099
,82030
,44203
6849,39046
29524,32246
49803,67606
13290,54698
30866,59022
,68799
47585,60804
16604,5537
,57519
54431,62163
31993,63459
790,3384
22953,92425
67999,65095
1134,6400
,37829
34499,51052
34488,6200
7544,52574
,70588
14896,33324
55699,65648
,84808
,50965
,91509
16644,55870
590,35736
55379,66433
48507,54050
57999,69066
803,30645
6989,59316
,63499
1181,33325
,64224
14029,36116
1301,15423
5975,30685
,39544
58470,63437
9218,53250
31994,58672
24529,53254
16102,40741
514,4126
,44708
6850,39888
1293,35817
87134,58035
1197,32248
1115,786
51046,64537
13293,32247
1185,42146
,58452
27449,58784
26294,35739
26103,52436
,39043
,51800
104,6305
67168,72995
21076,42503
1135,20073
5810,34076
7545,52575
796,44216
32383,62160
,87858
5610,41368
26149,68110
15127,4130
16646,42740
1981,3387
62055,81887
16600,44221
1980,21037
38005,45718
52185,54267
518,25491
37792,62765
,66452
,55238
7540,52572
,6176
15894,41871
939,2334
31404,53960
48506,4133
23252,4134
7541,52576
,37136
4754,14476
5136,47358
25467,61542
44063,67348
1261,4135
10562,35830
101,26456
81333,54292
14030,41140
,54563
30864,62080
48070,58457
65639,61489
8154,4437
,69502
28046,62161
59233,59924
29493,59001
55404,64925
12936,67823
13291,52172
45443,35485
,55718
47589,60799
12126,42868
793,30647
37791,58997
65981,42604
18891,55939
1263,43069
79865,62766
53010,73921
,84967
5269,48760
,83459
55392,69275
,5341
,24717
,5317
38877,75062
,59758
,68728
,56969
,80957
,96924
31041,3349
,5503
,44535
,29462
,50152
,96741
,23962
,5344
69020,66671
,55202
,44649
,93292
,90096
,82903
5273,46197
,14647
,42286
,65495
,68664
,42293
,3045
,37297
28106,73925
34296,64593
55714,82749
77503,82898
,84315
,68529
64239,75635
30797,63602
36823,65659
15517,61003
4304,10447
7521,53503
80520,87472
26587,52372
32067,81058
34597,31976
5614,42305
5739,24751
26591,59133
,35429
7369,42285
,81797
67532,44519
,75631
26862,59627
27986,57290
,49032
11788,81738
83797,83464
,57418
13309,51142
,59755
10547,44534
17894,64989
79995,82148
48900,6552
54424,81761
48552,77949
5264,39700
,31108
5611,20559
32808,70666
,93701
37788,66506
8432,46205
19374,39591
,50720
,6095
,32565
,57760
,93507
,31776
,61929
,42288
,93003
,4732
,45698
,48372
,37299
,32797
,6084
38868,75064
,4195
81972,84506
20543,73725
25761,58742
,63140
10130,44539
32690,27987
,52501
,14649
,46115
6527,46232
53111,68415
,92706
17952,46212
30799,59696
5613,35682
5598,46202
,40779
5053,42297
7371,2970
,2969
5949,41369
39508,82280
28181,65643
5271,42303
54671,69068
21473,58001
,42865
,46211
65605,6089
,87977
,42302
,59198
25573,59757
4985,20563
15864,12510
83361,96781
66487,87519
25488,84954
,61929
66751,96399
,71985
,613
,11458
17878,42292
4302,3546
,85434
5524,42284
,84503
,6102
,36372
,92986
,3626
,55759
,4088
,64796
,54919
,42294
,44538
43773,74477
,83783
5523,42283
,57236
,44517
21979,6987
70462,84962
71493,85891
78500,44541
,2278
,82203
,30005
,57516
,45695
,69172
,45163
,25287
39101,49935
,46208
30295,51010
,53016
,5205
,40236
,11106
5522,30333
,5207
,44670
,6109
,75115
,45578
,28885
,64845
,5206
,57216
,69850
16029,54878
6782,42295
5265,42296
6965,42300
10576,45579
,85435
,27316
12194,57039
84866,86688
6264,42304
44444,66599
45189,82150
1199,3628
,46216
,51002
,70674
13695,54889
24140,57488
,53036
18928,6550
55131,81040
,64791
,92998
31152,63306
,59945
,53430
,46211
,82086
,86883
,46453
,2954
,54370
,74490
,62760
,83195
69418,77975
15119,55076
20598,66917
2687,23304
,69853
,85060
24159,58140
33081,81420
5266,43367
13694,54888
52303,80893
74425,84504
14360,55616
49966,40923
,85060
,48957
,82901
78341,6086
5123,83717
18565,44424
5267,42204
55734,46132
52218,6535
21824,42299
,84426
,93335
,85296
6783,52071
,84955
,86952
,69052
,5726
,84507
,86910
,42170
55739,84963
,69321
17357,49195
357,1967
,88718
13693,54887
,86514
15531,54156
39475,65846
68054,73890
79994,84604
,69988
28011,83462
7370,46203
,59760
70887,73168
,83862
,98039
29794,42866
63022,74491
,46032
,89723
,30950
,37035
,5968
,58130
5268,34498
62610,87520
,96925
58570,70672
10237,86847
,93434
,3299
86354,75063
,3156
,42306
32535,54270
50801,75322
37072,64846
1756,97043
78496,44523
12207,42298
